Subsystem	Name	Role	Module1	Module2	Module3	Phenotype
Inositol utilization HMP	IolA	Methylmalonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.27)	Carbohydrate utilization	Inositol utilization	Inositol catabolism	Ino
Inositol utilization HMP	IolA2	Malonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.18)	Carbohydrate utilization	Inositol utilization	Inositol catabolism	Ino
Inositol utilization HMP	IolM	Scyllo-inosose 3-dehydrogenase (EC 1.1.1.-)	Carbohydrate utilization	Inositol utilization	Inositol catabolism	Ino
Inositol utilization HMP	IolN	3-dehydro-scyllo-inosose hydrolase (EC 3.7.1.-)	Carbohydrate utilization	Inositol utilization	Inositol catabolism	Ino
Inositol utilization HMP	IolO	5-keto-L-gluconate epimerase	Carbohydrate utilization	Inositol utilization	Inositol catabolism	Ino
Inositol utilization HMP	IolF	Minor myo-inositol transporter IolF	Carbohydrate utilization	Inositol utilization	Inositol uptake	Ino
Inositol utilization HMP	IolT	Major myo-inositol transporter IolT	Carbohydrate utilization	Inositol utilization	Inositol uptake	Ino
Inositol utilization HMP	NaIT	Sodium/myo-inositol cotransporter	Carbohydrate utilization	Inositol utilization	Inositol uptake	Ino
Inositol utilization HMP	IolT2	Predicted inositol transporter IolT	Carbohydrate utilization	Inositol utilization	Inositol uptake	Ino
Inositol utilization HMP	InoF	Predicted inositol ABC transporter, substrate-binding protein	Carbohydrate utilization	Inositol utilization	Inositol uptake	Ino
Inositol utilization HMP	InoG	Predicted inositol ABC transporter, permease protein 2	Carbohydrate utilization	Inositol utilization	Inositol uptake	Ino
Inositol utilization HMP	InoH	Predicted inositol ABC transporter, permease protein 1	Carbohydrate utilization	Inositol utilization	Inositol uptake	Ino
Inositol utilization HMP	InoX	Inositol transport system permease protein	Carbohydrate utilization	Inositol utilization	Inositol uptake	Ino
Inositol utilization HMP	InoY	Inositol transport system sugar-binding protein	Carbohydrate utilization	Inositol utilization	Inositol uptake	Ino
Inositol utilization HMP	InoZ	Inositol transport system ATP-binding protein	Carbohydrate utilization	Inositol utilization	Inositol uptake	Ino
Inositol utilization HMP	IolR	Transcriptional repressor of the myo-inositol catabolic operon DeoR family	Carbohydrate utilization	Inositol utilization	Inositol regulation	Ino
Inositol utilization HMP	IolR2	Predicted transcriptional regulator of the myo-inositol catabolic operon	Carbohydrate utilization	Inositol utilization	Inositol regulation	Ino
Inositol utilization HMP	InoR	Predicted transcriptional regulator of inositol degradation, IclR family	Carbohydrate utilization	Inositol utilization	Inositol regulation	Ino
Inositol utilization HMP	IolR3	Predicted transcriptional regulator of inositol degradation, LacI family	Carbohydrate utilization	Inositol utilization	Inositol regulation	Ino
Maltose and Maltodextrin utilization HMP	GlvA	PTS system, maltose and glucose-specific IIA component (EC 2.7.1.69)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin uptake	Mal
Maltose and Maltodextrin utilization HMP	GlvB	PTS system, maltose and glucose-specific IIB component (EC 2.7.1.69)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin uptake	Mal
Maltose and Maltodextrin utilization HMP	GlvC	PTS system, maltose and glucose-specific IIC component (EC 2.7.1.69)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin uptake	Mal
Maltose and Maltodextrin utilization HMP	GlvG	Maltose-6'-phosphate glucosidase (EC 3.2.1.122)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	Mal
Maltose and Maltodextrin utilization HMP	MalE	Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin uptake	Mal; MOS
Maltose and Maltodextrin utilization HMP	MalF	Maltose/maltodextrin ABC transporter, permease protein MalF	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin uptake	Mal; MOS
Maltose and Maltodextrin utilization HMP	MalG	Maltose/maltodextrin ABC transporter, permease protein MalG	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin uptake	Mal; MOS
Maltose and Maltodextrin utilization HMP	MalK	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin uptake	Mal; MOS
Maltose and Maltodextrin utilization HMP	LamB	Maltoporin for transport of maltose and maltodextrins	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin uptake	Mal; MOS
Maltose and Maltodextrin utilization HMP	MalM	Maltose operon periplasmic protein MalM	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	Mal
Maltose and Maltodextrin utilization HMP	AglB	Alpha-1,4-glucosidase (GH13_44)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	Mal; MOS
Maltose and Maltodextrin utilization HMP	AglA	Alpha-glucosidase (EC 3.2.1.20)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	Mal; MOS
Maltose and Maltodextrin utilization HMP	MalL	Oligo-1,6-glucosidase (EC 3.2.1.10)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	Mal; MOS
Maltose and Maltodextrin utilization HMP	MalP	Maltose phosphorylase (EC 2.4.1.8)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	Mal; MOS
Maltose and Maltodextrin utilization HMP	MalP2	Maltodextrin phosphorylase (EC 2.4.1.1)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	Mal; MOS
Maltose and Maltodextrin utilization HMP	GlgP	Glycogen phosphorylase (EC 2.4.1.1)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	Mal; MOS
Maltose and Maltodextrin utilization HMP	GlgX	Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	MOS
Maltose and Maltodextrin utilization HMP	MalQ	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	Mal; MOS
Maltose and Maltodextrin utilization HMP	MalZ	Maltodextrin glucosidase (EC 3.2.1.20)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	MOS
Maltose and Maltodextrin utilization HMP	Cga	Glucoamylase (EC 3.2.1.3)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	MOS
Maltose and Maltodextrin utilization HMP	NplT	Neopullulanase (EC 3.2.1.135)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	MOS
Maltose and Maltodextrin utilization HMP	CgtA	Cyclomaltodextrin glucanotransferase (EC 2.4.1.19)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	MOS
Maltose and Maltodextrin utilization HMP	PulA	Pullulanase (EC 3.2.1.41)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	MOS
Maltose and Maltodextrin utilization HMP	GH13_47	Alpha-amylase BoGH13A (EC 3.2.1.1)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	MOS
Maltose and Maltodextrin utilization HMP	MalS	Periplasmic alpha-amylase (EC 3.2.1.1)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	MOS
Maltose and Maltodextrin utilization HMP	AmyAc	Cytoplasmic alpha-amylase (EC 3.2.1.1)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	MOS
Maltose and Maltodextrin utilization HMP	AmyA	Alpha-amylase (EC 3.2.1.1)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	MOS
Maltose and Maltodextrin utilization HMP	SusC_mal	SusC, outer membrane protein involved in maltodextrin utilization	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin uptake	Mal; MOS
Maltose and Maltodextrin utilization HMP	SusD_mal	SusD, outer membrane protein involved in maltodextrin utilization	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin uptake	Mal; MOS
Maltose and Maltodextrin utilization HMP	SusB	Glucan 1,4-alpha-glucosidase (EC 3.2.1.3)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	MOS
Maltose and Maltodextrin utilization HMP	SusE	Surface glycan-binding protein involved in maltodextrin utilization	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	MOS
Maltose and Maltodextrin utilization HMP	SusF	Outer membrane protein SusF	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin uptake	MOS
Maltose and Maltodextrin utilization HMP	MalT	Predicted maltose transporter, MFS family	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin uptake	Mal
Maltose and Maltodextrin utilization HMP	MalR	Maltose operon transcriptional repressor MalR, LacI family	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	Mal; MOS
Maltose and Maltodextrin utilization HMP	SusR	Regulatory protein SusR involved in maltodextrin utilization	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin regulation	Mal; MOS
Maltose and Maltodextrin utilization HMP	AldM	Maltose epimerase (EC 5.1.3.21)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	Mal; MOS
Maltose and Maltodextrin utilization HMP	Pgm	Beta-phosphoglucomutase (EC 5.4.2.6)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	Mal; MOS
Maltose and Maltodextrin utilization HMP	GlvR	Transcriptional regulator GlvR, RpiR family	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin regulation	Mal; MOS
Maltose and Maltodextrin utilization HMP	MalR1	Maltodextrin utilization transcriptional regulator MalR1, LacI family	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin regulation	Mal; MOS
Maltose and Maltodextrin utilization HMP	MalR2	Transcriptional activator of maltose regulon, MalT	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	Mal; MOS
Maltose and Maltodextrin utilization HMP	MalR3	Maltose operon antiterminator, BglG family	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	Mal; MOS
Maltose and Maltodextrin utilization HMP	MalR4	Predicted transcriptional regulator of maltodextrin utilization, GntR family	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin regulation	Mal; MOS
Maltose and Maltodextrin utilization HMP	Omp_mal	Predicted maltose-specific TonB-dependent receptor	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	Mal
Maltose and Maltodextrin utilization HMP	MalR5	Predicted transcriptional regulator of maltodextrin utilization, AraC family	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin regulation	Mal; MOS
Mannose and Mannosides utilization HMP	ManXa	PTS system, mannose-specific IIA component (EC 2.7.1.69)	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	Man
Mannose and Mannosides utilization HMP	ManXb	PTS system, mannose-specific IIB component (EC 2.7.1.69)	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	Man
Mannose and Mannosides utilization HMP	ManY	PTS system, mannose-specific IIC component (EC 2.7.1.69)	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	Man
Mannose and Mannosides utilization HMP	ManZ	PTS system, mannose-specific IID component (EC 2.7.1.69)	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	Man
Mannose and Mannosides utilization HMP	ManLa	PTS system, mannose/glucose/N-acetylglucosamine-specific IIA component (EC 2.7.1.69)	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	Man
Mannose and Mannosides utilization HMP	ManLb	PTS system, mannose/glucose/N-acetylglucosamine-specific IIB component (EC 2.7.1.69)	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	Man
Mannose and Mannosides utilization HMP	ManN	PTS system, mannose/glucose/N-acetylglucosamine-specific IID component (EC 2.7.1.69)	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	Man
Mannose and Mannosides utilization HMP	ManM	PTS system, mannose/glucose/N-acetylglucosamine-specific IIC component (EC 2.7.1.69)	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	Man
Mannose and Mannosides utilization HMP	ManX1a	PTS system, fructose- and mannose-inducible IIA component (EC 2.7.1.69)	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	Man
Mannose and Mannosides utilization HMP	ManX1b	PTS system, fructose- and mannose-inducible IIB component	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	Man
Mannose and Mannosides utilization HMP	ManY1c	PTS system, fructose- and mannose-inducible IIC component	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	Man
Mannose and Mannosides utilization HMP	ManZ1d	PTS system, fructose- and mannose-inducible IID component (EC 2.7.1.69)	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	Man
Mannose and Mannosides utilization HMP	ManP1	Predicted mannose transporter, GGP family	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	Man
Mannose and Mannosides utilization HMP	ManP2	Predicted sodium-dependent mannose transporter	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	Man; bMnOS; bMAN
Mannose and Mannosides utilization HMP	MnbP	Predicted mannobiose transporter, GPH family	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	Man; bMnOS; bMAN
Mannose and Mannosides utilization HMP	MnbTa	Predicted mannobiose ABC transporter, substrate-binding protein	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	bMnOS; bMAN
Mannose and Mannosides utilization HMP	MnbTb	Predicted mannobiose ABC transporter, permease protein 1	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	bMnOS; bMAN
Mannose and Mannosides utilization HMP	MnbTc	Predicted mannobiose ABC transporter, permease protein 2	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	bMnOS; bMAN
Mannose and Mannosides utilization HMP	GmuC	PTS system, oligo-beta-mannoside-specific IIC component (EC:2.7.1.69)	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	bMnOS; bMAN
Mannose and Mannosides utilization HMP	GmuB	PTS system, oligo-beta-mannoside-specific IIB component (EC:2.7.1.69)	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	bMnOS; bMAN
Mannose and Mannosides utilization HMP	GmuA	PTS system, oligo-beta-mannoside-specific IIA component (EC:2.7.1.69)	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides uptake	bMnOS; bMAN
Mannose and Mannosides utilization HMP	MnnB	Beta-mannosidase (EC 3.2.1.25)	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides catabolism	Man; bMnOS; bMAN
Mannose and Mannosides utilization HMP	Man26	Extracellular endo-beta-1,4-mannanase (GH26)	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides catabolism	bMAN
Mannose and Mannosides utilization HMP	Man5	Extracellular endo-beta-1,4-mannanase (GH5)	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides catabolism	bMAN
Mannose and Mannosides utilization HMP	Man113	Endo-beta-1,4-mannanase (GH113)	Carbohydrate utilization	Mannose and Mannosides utilization	Mannose and Mannosides catabolism	bMAN
