subsystem	short_name	long_name
B12 Cobalamin HMP	CobU	Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)
B12 Cobalamin HMP	CobS	Cobalamin synthase (EC 2.7.8.26)
B12 Cobalamin HMP	CobC	Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73)
B12 Cobalamin HMP	PduX	L-threonine kinase in B12 biosynthesis (EC 2.7.1.177)
B12 Cobalamin HMP	CobD	L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)
B12 Cobalamin HMP	CobT	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)
B12 Cobalamin HMP	CblT	Substrate-specific component CblT of predicted B12-regulated ECF transporter for dimethylbenzimidazole
B12 Cobalamin HMP	CblS	Predicted alpha-ribazole-5-phosphate synthase CblS for cobalamin biosynthesis
B12 Cobalamin HMP	CbrU	Duplicated ATPase component CbrU of energizing module of predicted cobalamin ECF transporter
B12 Cobalamin HMP	CbrV	Transmembrane component CbrV of energizing module of predicted cobalamin ECF transporter
B12 Cobalamin HMP	CbrT	Substrate-specific component CbrT of predicted cobalamin ECF transporter
B12 Cobalamin HMP	BtuD	Vitamin B12 ABC transporter, ATPase component BtuD
B12 Cobalamin HMP	BtuF	Vitamin B12 ABC transporter, B12-binding component BtuF
B12 Cobalamin HMP	BtuC	Vitamin B12 ABC transporter, permease component BtuC
B12 Cobalamin HMP	BtuB	Outer membrane vitamin B12 receptor BtuB
B12 Cobalamin HMP	CbiX	Sirohydrochlorin cobaltochelatase (EC 4.99.1.3)
B12 Cobalamin HMP	CobG	Precorrin-3B synthase
B12 Cobalamin HMP	CobF	Precorrin-6A synthase (deacetylating) (EC 2.1.1.152)
B12 Cobalamin HMP	CbiX2	Sirohydrochlorin cobaltochelatase CbiX(long) (EC 4.99.1.3)
B12 Cobalamin HMP	CblZ	CblZ, a non-orthologous displasment for Alpha-ribazole-5'-phosphate phosphatase
Queuosine HMP	FolE1	GTP cyclohydrolase I (EC 3.5.4.16) type 1
Queuosine HMP	FolE2	GTP cyclohydrolase I (EC 3.5.4.16) type 2
Queuosine HMP	QueD	6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.1.2.50)
Queuosine HMP	QueE	7-carboxy-7-deazaguanine synthase (EC 4.3.99.3)
Queuosine HMP	QueC	7-cyano-7-deazaguanine synthase (EC 6.3.4.20)
Queuosine HMP	QueF	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13)
Queuosine HMP	qTGT	Queuine tRNA-ribosyltransferase (EC 2.4.2.29)
Queuosine HMP	QueA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17)
Queuosine HMP	QueG	Epoxyqueuosine reductase (EC 1.17.99.6) QueG
Queuosine HMP	QueH	Epoxyqueuosine reductase (EC 1.17.99.6) QueH
Queuosine HMP	QrtT	Substrate-specific component STY3230 of queuosine-regulated ECF transporter
Queuosine HMP	QrtU	Transmembrane component STY3231 of energizing module of queuosine-regulated ECF transporter
Queuosine HMP	QrtV	ATPase component STY3232 of energizing module of queuosine-regulated ECF transporter
Queuosine HMP	QrtW	ATPase component STY3233 of energizing module of queuosine-regulated ECF transporter
Queuosine HMP	QueT	Substrate-specific component QueT (COG4708) of predicted queuosine-regulated ECF transporter
Queuosine HMP	YhhQ	Putative preQ0 transporter YhhQ
Queuosine HMP	QueI	Queuosine reductase QueI
Queuosine HMP	QueJ	QueJ Activator of Queuosine reductase QueI
Queuosine HMP	QueK	preQ1-regulated inosine-uridine nucleoside hydrolase (EC 3.2.2.1)
Queuosine HMP	QueL	Radical SAM domain linked to preQ0 transport
Lipoate HMP	LipB	Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase
Lipoate HMP	LplA	Lipoate-protein ligase A
Lipoate HMP	LipA1	Lipoyl synthase (EC 2.8.1.8)
Lipoate HMP	LipB1	Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase (EC 2.3.1.181)
Lipoate HMP	LipM	Octanoate-[acyl-carrier-protein]-protein-N-octanoyltransferase, LipM (EC 2.3.1.181)
Menaquinone biosynthesis HMP	MenF	Menaquinone-specific isochorismate synthase (EC 5.4.4.2)
Menaquinone biosynthesis HMP	MenD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)
Menaquinone biosynthesis HMP	MenH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (EC 4.2.99.20)
Menaquinone biosynthesis HMP	MenH2	2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate dehydrogenase, HAD superfamily
Menaquinone biosynthesis HMP	MenC	O-succinylbenzoate synthase (EC 4.2.1.113)
Menaquinone biosynthesis HMP	MenE	O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)
Menaquinone biosynthesis HMP	MenB	Naphthoate synthase (EC 4.1.3.36)
Menaquinone biosynthesis HMP	MenI	1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis
Menaquinone biosynthesis HMP	MenI2	1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28) in menaquinone biosynthesis, putative
Menaquinone biosynthesis HMP	MenA	1,4-dihydroxy-2-naphthoate polyprenyltransferase (EC 2.5.1.74)
Menaquinone biosynthesis HMP	MenG	Demethylmenaquinone methyltransferase (EC 2.1.1.163)
Menaquinone biosynthesis HMP	MqnA	Chorismate dehydratase (EC 4.2.1.151)
Menaquinone biosynthesis HMP	MqnE	Aminodeoxyfutalosine synthase (EC 2.5.1.120)
Menaquinone biosynthesis HMP	MqnX	Aminodeoxyfutalosine deaminase (EC 3.5.4.40)
Menaquinone biosynthesis HMP	MqnB	Futalosine hydrolase (EC 3.2.2.26)
Menaquinone biosynthesis HMP	MtnN	Aminodeoxyfutalosine nucleosidase (EC 3.2.2.30)
Menaquinone biosynthesis HMP	MqnC	Cyclic dehypoxanthine futalosine synthase (EC 1.21.98.1)
Menaquinone biosynthesis HMP	MqnD	1,4-dihydroxy-6-naphthoate synthase (EC 1.14.-.-)
Menaquinone biosynthesis HMP	MqnDa	1,4-dihydroxy-6-naphthoate synthase (EC 1.14.-.-), alternative
Menaquinone biosynthesis HMP	MqnP	1,4-naphthoquinone polyprenyltransferase
Menaquinone biosynthesis HMP	MqnL	1,4-dihydroxy-6-naphthoate carboxy-lyase, UbiD-like
Menaquinone biosynthesis HMP	MqnL2	1,4-dihydroxy-6-naphthoate carboxy-lyase, UbiX-like
Menaquinone biosynthesis HMP	MenJ	Menaquinone-9 beta-reductase (EC 1.3.99.38)
Arginine HMP	ArgA	N-acetylglutamate synthase (EC 2.3.1.1)
Arginine HMP	ArgJ	Glutamate N-acetyltransferase (EC 2.3.1.35)
Arginine HMP	ArgA3	Predicted N-acetylglutamate synthase (EC 2.3.1.1), AbgB family
Arginine HMP	ArgA4	Predicted amino-acid acetyltransferase (EC 2.3.1.1) complementing ArgA function in Arginine Biosynthesis pathway
Arginine HMP	ArgA5	N-acetylglutamate synthase, C-NAGS (EC 2.3.1.1)
Arginine HMP	ArgA2	N-acetylglutamate synthase, alternative (EC 2.3.1.1)
Arginine HMP	ArgB	N-acetylglutamate kinase (EC 2.7.2.8)
Arginine HMP	ArgC	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)
Arginine HMP	ArgD	N-acetylornithine aminotransferase (EC 2.6.1.11)
Arginine HMP	ArgF1	Ornithine carbamoyltransferase (EC 2.1.3.3)
Arginine HMP	ArgF2	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)
Arginine HMP	ArgF3	N-succinylornithine carbamoyltransferase (EC 2.1.3.11)
Arginine HMP	ArgE	Acetylornithine deacetylase (EC 3.5.1.16)
Arginine HMP	ArgG	Argininosuccinate synthase (EC 6.3.4.5)
Arginine HMP	ArgH	Argininosuccinate lyase (EC 4.3.2.1)
Arginine HMP	ArgR	Arginine pathway regulatory protein ArgR, repressor of arg regulon
Arginine HMP	ArgW	Predicted arginine uptake transporter
Arginine HMP	ArtP	Arginine ABC transporter, ATP-binding protein ArtP
Arginine HMP	ArtI	Arginine ABC transporter, periplasmic arginine-binding protein ArtI
Arginine HMP	ArtQ	Arginine ABC transporter, permease protein ArtQ
Arginine HMP	ArtM	Arginine ABC transporter, permease protein ArtM
Arginine HMP	ArtX	Predicted arginine ABC transporter, substrate-binding protein
Arginine HMP	ArtY	Predicted arginine ABC transporter, permease protein
Arginine HMP	ArtZ	Predicted arginine ABC transporter, ATP-binding protein
Arginine HMP	ArtI2	Arginine ABC transporter, substrate-binding protein
Arginine HMP	ArtQ2	Arginine ABC transporter, permease protein
Arginine HMP	ArtP2	Arginine ABC transporter, ATP-binding protein
Arginine HMP	ArtPQ	Arginine ABC transporter, substrate-binding and permease protein
Lysine HMP	LysA	Diaminopimelate decarboxylase (EC 4.1.1.20)
Lysine HMP	DapB	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)
Lysine HMP	DapL	L,L-diaminopimelate aminotransferase (EC 2.6.1.83)
Lysine HMP	DapF	Diaminopimelate epimerase (EC 5.1.1.7)
Lysine HMP	Ddh	Meso-diaminopimelate D-dehydrogenase (EC 1.4.1.16)
Lysine HMP	Asd	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)
Lysine HMP	LysC	Aspartokinase (EC 2.7.2.4)
Lysine HMP	DapF2	Diaminopimelate epimerase alternative form predicted for S.aureus (EC 5.1.1.7)
Lysine HMP	DapA	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)
Lysine HMP	DapL2	L,L-diaminopimelate aminotransferase (EC 2.6.1.83), DapL2 type
Lysine HMP	LysX	Predicted lysine ABC transporter, lysine-binding protein LysX
Lysine HMP	LysY	Predicted lysine ABC transporter, permease component LysY
Lysine HMP	LysZ	Predicted lysine ABC transporter, ATP-binding protein LysZ
Lysine HMP	LysP	Lysine-specific permease
Lysine HMP	LysW	Predicted lysine transporter, NhaC family
Lysine HMP	DapH	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase (EC 2.3.1.89)
Lysine HMP	PatA	N-acetyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.-)
Lysine HMP	DapeL	N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47)
Lysine HMP	DapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)
Lysine HMP	SDAPAT	N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17)
Lysine HMP	DAPC	N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17), type 2
Lysine HMP	DapE	N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)
Lysine HMP	DapL3	L,L-diaminopimelate aminotransferase (EC 2.6.1.83), methanococcal
Histidine HMP	HisR	His repressor
Histidine HMP	HisG	ATP phosphoribosyltransferase (EC 2.4.2.17)
Histidine HMP	HisZ	ATP phosphoribosyltransferase regulatory subunit (EC 2.4.2.17)
Histidine HMP	HisE	Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)
Histidine HMP	HisE2	Predicted phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31), PAP2 family
Histidine HMP	HisI	Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)
Histidine HMP	HisA	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)
Histidine HMP	HisH	Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)
Histidine HMP	HisF	Imidazole glycerol phosphate synthase cyclase subunit (EC 4.1.3.-)
Histidine HMP	HisB	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)
Histidine HMP	HisC	Histidinol-phosphate aminotransferase (EC 2.6.1.9)
Histidine HMP	HisJ1	Histidinol-phosphatase (EC 3.1.3.15)
Histidine HMP	HisJ2	Histidinol-phosphatase [alternative form] (EC 3.1.3.15)
Histidine HMP	HisJ3	Bifidobacterial histidinol-phosphatase (EC 3.1.3.15)
Histidine HMP	HisD	Histidinol dehydrogenase (EC 1.1.1.23)
Histidine HMP	YuiF	Histidine permease YuiF
Histidine HMP	HisX	Histidine ABC transporter, histidine-binding protein
Histidine HMP	HisY	Histidine ABC transporter, permease protein
Histidine HMP	HisZt	Histidine ABC transporter, ATP-binding protein
Histidine HMP	HisJt	Histidine ABC transporter, histidine-binding periplasmic protein precursor HisJ (TC 3.A.1.3.1)
Histidine HMP	HisQ	Histidine ABC transporter, permease protein HisQ (TC 3.A.1.3.1)
Histidine HMP	HisM	Histidine ABC transporter, permease protein HisM (TC 3.A.1.3.1)
Histidine HMP	HisP	Histidine ABC transporter, ATP-binding protein HisP (TC 3.A.1.3.1)
Histidine HMP	HutT	Histidine transport protein (permease)
Histidine HMP	HisT	Predicted histidine permease, NhaC family
Histidine HMP	HutT2	Predicted histidine uptake transporter
Tryptophan HMP	TrpE	Anthranilate synthase, aminase component (EC 4.1.3.27)
Tryptophan HMP	TrpG	Anthranilate synthase, amidotransferase component (EC 4.1.3.27)
Tryptophan HMP	TrpD	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)
Tryptophan HMP	TrpF	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)
Tryptophan HMP	TrpF1	Acting phosphoribosylanthranilate isomerase (EC 5.3.1.24)
Tryptophan HMP	TrpC	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)
Tryptophan HMP	TrpA	Tryptophan synthase alpha chain (EC 4.2.1.20)
Tryptophan HMP	TrpB	Tryptophan synthase beta chain (EC 4.2.1.20)
Tryptophan HMP	TrpB2	Tryptophan synthase (indole-salvaging) (EC 4.2.1.122)
Tryptophan HMP	TrpR	Transcriptional repressor protein TrpR
Tryptophan HMP	Mtr	Tryptophan-specific transport protein
Tryptophan HMP	TrpP	Substrate-specific component TrpP of tryptophan ECF transporter
Tryptophan HMP	MhsT	Putative tyrosine or tryptophane transporter MhsT
Tryptophan HMP	TrpX	Predicted ABC transporter for tryptophane, substrate-binding protein TrpX
Tryptophan HMP	TrpY	Predicted ABC transporter for tryptophane, permease protein TrpY
Tryptophan HMP	TrpZ	Predicted ABC transporter for tryptophane, ATP-binding protein TrpZ
Tryptophan HMP	EcfA_trp	Duplicated ATPase component of tryptophan ECF transporter
Tryptophan HMP	EcfT_trp	Transmembrane component of tryptophan ECF transporter
Tyrosine Phenylalanine HMP	AroHI	Chorismate mutase I (EC 5.4.99.5)
Tyrosine Phenylalanine HMP	AroHII	Chorismate mutase II (EC 5.4.99.5)
Tyrosine Phenylalanine HMP	AroHI_p	Periplasmic chorismate mutase I precursor (EC 5.4.99.5)
Tyrosine Phenylalanine HMP	AroJa	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)
Tyrosine Phenylalanine HMP	AroJb	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)
Tyrosine Phenylalanine HMP	AroJg	Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)
Tyrosine Phenylalanine HMP	AroJb_p	Periplasmic aromatic amino acid aminotransferase beta precursor (EC 2.6.1.57)
Tyrosine Phenylalanine HMP	TyrAp	Prephenate dehydrogenase (EC 1.3.1.12)
Tyrosine Phenylalanine HMP	TyrAc	Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43)
Tyrosine Phenylalanine HMP	TyrAx	Prephenate and/or arogenate dehydrogenase (unknown specificity) (EC 1.3.1.12)(EC 1.3.1.43)
Tyrosine Phenylalanine HMP	PheAp	Prephenate dehydratase (EC 4.2.1.51)
Tyrosine Phenylalanine HMP	PheAc	Cyclohexadienyl dehydratase (EC 4.2.1.51)(EC 4.2.1.91)
Tyrosine Phenylalanine HMP	TyrC	Arogenate dehydrogenase (EC 1.3.1.43)
Tyrosine Phenylalanine HMP	TyrT	Predicted tyrosine transporter, NhaC family
Tyrosine Phenylalanine HMP	TyrP	Tyrosine-specific transport protein
Tyrosine Phenylalanine HMP	MhsT	Putative tyrosine or tryptophane transporter MhsT
Chorismate HMP	AroG1	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)
Chorismate HMP	AroG2	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54)
Chorismate HMP	AroG3	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)
Chorismate HMP	AroB	3-dehydroquinate synthase (EC 4.2.3.4)
Chorismate HMP	AroD1	3-dehydroquinate dehydratase I (EC 4.2.1.10)
Chorismate HMP	AroD2	3-dehydroquinate dehydratase II (EC 4.2.1.10)
Chorismate HMP	AroE1	Quinate/shikimate 5-dehydrogenase I delta (EC 1.1.1.25)
Chorismate HMP	AroE2	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)
Chorismate HMP	AroE3	Shikimate 5-dehydrogenase I gamma (EC 1.1.1.25)
Chorismate HMP	AroK1	Shikimate kinase I (EC 2.7.1.71)
Chorismate HMP	AroK3	Shikimate kinase III (EC 2.7.1.71)
Chorismate HMP	AroA	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)
Chorismate HMP	AroC	Chorismate synthase (EC 4.2.3.5)
Chorismate HMP	AroE4	Shikimate/quinate 5-dehydrogenase I beta (EC 1.1.1.282)
Chorismate HMP	AroB2	3-dehydroquinate synthase II (EC 1.4.1.24)
Chorismate HMP	AroA2	2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase (EC 2.2.1.10)
Isoleucine Valine Leucine HMP	LeuA	2-isopropylmalate synthase (EC 2.3.3.13)
Isoleucine Valine Leucine HMP	LeuC	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)
Isoleucine Valine Leucine HMP	LeuD	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)
Isoleucine Valine Leucine HMP	LeuB	3-isopropylmalate dehydrogenase (EC 1.1.1.85)
Isoleucine Valine Leucine HMP	IlvA1	Threonine dehydratase biosynthetic (EC 4.3.1.19)
Isoleucine Valine Leucine HMP	CimA	(R)-citramalate synthase (EC 2.3.1.182)
Isoleucine Valine Leucine HMP	IlvA2	Threonine dehydratase, catabolic (EC 4.3.1.19)
Isoleucine Valine Leucine HMP	IlvA	Threonine dehydratase (EC 4.3.1.19)
Isoleucine Valine Leucine HMP	IlvG	Acetolactate synthase large subunit (EC 2.2.1.6)
Isoleucine Valine Leucine HMP	IlvM	Acetolactate synthase small subunit (EC 2.2.1.6)
Isoleucine Valine Leucine HMP	IlvM2	Acetolactate synthase small subunit (EC 2.2.1.6), predicted
Isoleucine Valine Leucine HMP	IlvM3	Acetolactate synthase small subunit (EC 2.2.1.6), Xanthomonadales type
Isoleucine Valine Leucine HMP	IlvD	Dihydroxy-acid dehydratase (EC 4.2.1.9)
Isoleucine Valine Leucine HMP	IlvC	Ketol-acid reductoisomerase (NADP(+)) (EC 1.1.1.86)
Isoleucine Valine Leucine HMP	IlvE	Branched-chain amino acid aminotransferase (EC 2.6.1.42)
Isoleucine Valine Leucine HMP	BraB	Branched-chain amino acid transport system carrier protein
Isoleucine Valine Leucine HMP	LivB	Branched-chain amino acid ABC transporter, amino acid-binding protein (TC 3.A.1.4.1)
Isoleucine Valine Leucine HMP	LivH	High-affinity branched-chain amino acid transport system permease protein LivH (TC 3.A.1.4.1)
Isoleucine Valine Leucine HMP	LivM	Branched-chain amino acid transport system permease protein LivM (TC 3.A.1.4.1)
Isoleucine Valine Leucine HMP	LivG	Branched-chain amino acid transport ATP-binding protein LivG (TC 3.A.1.4.1)
Isoleucine Valine Leucine HMP	LivF	Branched-chain amino acid transport ATP-binding protein LivF (TC 3.A.1.4.1)
Serine HMP	SerA	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)
Serine HMP	SerC1	Phosphoserine aminotransferase (EC 2.6.1.52)
Serine HMP	SerC2	Phosphoserine aminotransferase, putative (EC 2.6.1.52)
Serine HMP	SerC3	Predicted phosphoserine aminotransferase (EC 2.6.1.52)
Serine HMP	SerB1	Phosphoserine phosphatase (EC 3.1.3.3)
Serine HMP	SerB3	Phosphoserine phosphatase YseA (EC 3.1.3.3)
Serine HMP	SerB2	Novel Phosphoserine phosphatase (EC 3.1.3.3)
Serine HMP	SerB4	Predicted phosphoserine phosphatase, HAD superfamily (EC 3.1.3.3)
Serine HMP	SerA2	Predicted phosphoglycerate dehydrogenase (EC:1.1.1.95), FAD-linked
Cysteine HMP	CysE	Serine acetyltransferase (EC 2.3.1.30)
Cysteine HMP	CysK	Cysteine synthase (EC 2.5.1.47)
Cysteine HMP	CysKB	Cysteine synthase B (EC 2.5.1.47)
Cysteine HMP	CysE2	Serine acetyltransferase (EC 2.3.1.30), type 2
Threonine HMP	Hom	Homoserine dehydrogenase (EC 1.1.1.3)
Threonine HMP	ThrB	Homoserine kinase (EC 2.7.1.39)
Threonine HMP	ThrB2	Predicted functional analog of homoserine kinase (EC 2.7.1.-)
Threonine HMP	ThrC	Threonine synthase (EC 4.2.3.1)
Methionine HMP	Hom	Homoserine dehydrogenase (EC 1.1.1.3)
Methionine HMP	MetA	Homoserine O-succinyltransferase (EC 2.3.1.46)
Methionine HMP	HSAT	Homoserine O-acetyltransferase (EC 2.3.1.31)
Methionine HMP	MetY	O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)
Methionine HMP	CTBL2	Cystathionine beta-lyase, type II (EC 4.4.1.8)
Methionine HMP	CTBL	Cystathionine beta-lyase (EC 4.4.1.8)
Methionine HMP	CTGS	Cystathionine gamma-synthase (EC 2.5.1.48)
Methionine HMP	MetH	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)
Methionine HMP	MetE	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)
Methionine HMP	MetF	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)
Methionine HMP	BhmT	Betaine--homocysteine S-methyltransferase (EC 2.1.1.5)
Methionine HMP	MetH4	Methionine synthase activation domain (EC 2.1.1.13)
Methionine HMP	MetH5	Homocysteine S-methyltransferase (EC 2.1.1.10)
Methionine HMP	MetN	Methionine ABC transporter ATP-binding protein
Methionine HMP	MetP	Methionine ABC transporter permease protein
Methionine HMP	MetQ	Methionine ABC transporter substrate-binding protein
Methionine HMP	MetT	Methionine transporter MetT
Methionine HMP	MetK	S-adenosylmethionine synthetase (EC 2.5.1.6)
Methionine HMP	PatB	Cystathionine beta-lyase PatB (EC 4.4.1.8)
Methionine HMP	MetE2	Methionine synthase II (cobalamin-independent)
